text_features,speeding,signal_violation,careless_driving,distracted,wrong_lane,drink_drive,LATITUDE,LONGITUDE
passing or lane usage improper unspecified,0,0,0,0,0,0,40.740532,-73.94451
traffic control disregarded turning improperly,0,1,0,0,0,0,40.615463,-74.069466
driver inattention/distraction unspecified,0,0,0,1,0,0,40.873505,-73.8659
driver inattention/distraction unspecified,0,0,0,1,0,0,40.698696,-73.93477
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.62349,-74.000534
passing too closely unspecified,0,0,1,0,0,0,40.705402,-73.911
passenger distraction unspecified,0,0,0,1,0,0,40.760944,-73.9163
driver inattention/distraction,0,0,0,1,0,0,40.818146,-73.89929
driver inattention/distraction unspecified,0,0,0,1,0,0,40.712635,-73.92188
backing unsafely unspecified,0,0,0,0,0,0,40.646275,-73.90771
alcohol involvement unspecified,0,0,0,0,0,1,40.745033,-73.87001
driver inexperience,0,0,0,0,0,0,40.698544,-73.96236
passing or lane usage improper unspecified,0,0,0,0,0,0,40.69089,-73.94253
passing too closely unspecified unspecified,0,0,1,0,0,0,40.706245,-73.91014
unspecified unspecified,0,0,0,0,0,0,40.71469,-73.7511
unspecified unspecified,0,0,0,0,0,0,40.618244,-73.94528
following too closely unspecified,0,0,1,0,0,0,40.88893,-73.86579
passing too closely unspecified,0,0,1,0,0,0,40.69635,-73.79667
unspecified,0,0,0,0,0,0,40.623676,-73.937996
passing too closely,0,0,1,0,0,0,40.759567,-73.83015
driver inattention/distraction unspecified,0,0,0,1,0,0,40.74879,-73.75658
following too closely unspecified,0,0,1,0,0,0,40.822613,-73.88706
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.743336,-73.90804
turning improperly unspecified,0,0,0,0,0,0,40.76167,-73.79241
unspecified,0,0,0,0,0,0,40.804012,-73.93097
unspecified,0,0,0,0,0,0,40.877068,-73.906105
driver inattention/distraction unspecified,0,0,0,1,0,0,40.764374,-73.97518
passing or lane usage improper unsafe speed,0,0,0,0,0,0,40.844604,-73.90348
unspecified,0,0,0,0,0,0,40.61173,-74.03369
driver inexperience unspecified unspecified,0,0,0,0,0,0,40.830906,-73.8736
unspecified unspecified,0,0,0,0,0,0,40.587685,-73.95523
traffic control disregarded unspecified,0,1,0,0,0,0,40.83394,-73.9087
oversized vehicle unspecified,0,0,0,0,0,0,40.59423,-73.76
unspecified,0,0,0,0,0,0,40.65318,-74.00561
driver inattention/distraction unspecified,0,0,0,1,0,0,40.72978,-73.98682
unsafe speed driver inattention/distraction,0,0,0,1,0,0,40.611797,-73.98236
driver inattention/distraction unspecified,0,0,0,1,0,0,40.65616,-73.76736
unspecified,0,0,0,0,0,0,40.558304,-74.164536
driver inattention/distraction unspecified,0,0,0,1,0,0,40.822525,-73.86729
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.879578,-73.875374
other vehicular unspecified,0,0,0,0,0,0,40.742653,-73.998055
unspecified,0,0,0,0,0,0,40.70884,-73.79564
view obstructed/limited,0,0,0,0,0,0,40.720497,-73.9959
backing unsafely,0,0,0,0,0,0,40.86946,-73.87987
unspecified unspecified,0,0,0,0,0,0,40.81738,-73.9257
driver inattention/distraction unspecified,0,0,0,1,0,0,40.562576,-74.157196
following too closely unspecified unspecified,0,0,1,0,0,0,40.634377,-74.03866
driver inattention/distraction unspecified unspecified,0,0,0,1,0,0,40.719864,-73.94486
lost consciousness,0,0,0,0,0,0,40.672928,-74.01069
traffic control disregarded unspecified,0,1,0,0,0,0,40.83443,-73.91035
passing or lane usage improper unspecified,0,0,0,0,0,0,40.634274,-73.92838
aggressive driving/road rage unspecified,0,0,0,0,0,0,40.82267,-73.92007
unspecified,0,0,0,0,0,0,40.68049,-73.774704
passing or lane usage improper driver inattention/distraction,0,0,0,1,0,0,40.71523,-74.01334
following too closely following too closely following too closely,0,0,1,0,0,0,40.68384,-73.802574
passing or lane usage improper unspecified,0,0,0,0,0,0,40.83354,-73.89631
driver inattention/distraction following too closely unspecified,0,0,1,1,0,0,40.691624,-73.942665
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.83596,-73.94468
passing too closely unspecified,0,0,1,0,0,0,40.69248,-73.800995
driver inattention/distraction unspecified,0,0,0,1,0,0,40.850044,-73.88448
driver inattention/distraction unspecified,0,0,0,1,0,0,40.760056,-73.97884
driver inattention/distraction unspecified,0,0,0,1,0,0,40.809265,-73.90854
other vehicular other vehicular,0,0,0,0,0,0,40.888588,-73.849884
following too closely unsafe speed unspecified,0,0,1,0,0,0,40.836617,-73.87377
unspecified unspecified,0,0,0,0,0,0,40.74035,-73.788345
unspecified unspecified unspecified,0,0,0,0,0,0,40.63544,-73.97912
driver inattention/distraction unspecified,0,0,0,1,0,0,40.699387,-73.9536
driver inattention/distraction unspecified,0,0,0,1,0,0,40.63575,-73.990326
unspecified,0,0,0,0,0,0,40.626102,-73.917946
unspecified unspecified,0,0,0,0,0,0,40.711845,-73.859764
unsafe lane changing driver inattention/distraction,0,0,1,1,0,0,40.823456,-73.92444
following too closely unspecified unspecified,0,0,1,0,0,0,40.61118,-74.105606
turning improperly unspecified,0,0,0,0,0,0,40.67619,-73.9081
driver inattention/distraction unspecified,0,0,0,1,0,0,40.709396,-73.79439
following too closely following too closely unspecified,0,0,1,0,0,0,40.714622,-73.829704
unspecified,0,0,0,0,0,0,40.628784,-73.9509
driver inattention/distraction unspecified,0,0,0,1,0,0,40.698772,-73.92233
following too closely unspecified,0,0,1,0,0,0,40.704742,-73.902504
unspecified,0,0,0,0,0,0,40.765976,-73.86284
other vehicular driver inattention/distraction,0,0,0,1,0,0,40.60959,-73.75585
turning improperly unspecified,0,0,0,0,0,0,40.820984,-73.891624
driver inattention/distraction unspecified,0,0,0,1,0,0,40.59938,-73.95141
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.83228,-73.90963
backing unsafely unspecified,0,0,0,0,0,0,40.63945,-73.95129
fatigued/drowsy unspecified,0,0,0,0,0,0,40.65806,-73.93497
reaction to uninvolved vehicle unspecified,0,0,0,0,0,0,40.82012,-73.868484
unspecified unspecified,0,0,0,0,0,0,40.674625,-74.00772
unspecified unspecified,0,0,0,0,0,0,40.670586,-73.76509
unsafe speed unspecified unspecified,0,0,0,0,0,0,40.855755,-73.88544
unspecified unspecified,0,0,0,0,0,0,40.72211,-73.9084
passing too closely unspecified,0,0,1,0,0,0,40.818558,-73.92732
unspecified unspecified,0,0,0,0,0,0,40.80119,-73.93003
driver inattention/distraction unspecified,0,0,0,1,0,0,40.83265,-73.90616
unspecified unspecified,0,0,0,0,0,0,40.60862,-73.9897
failure to yield right-of-way,0,1,0,0,0,0,40.845985,-73.884476
driver inattention/distraction unspecified,0,0,0,1,0,0,40.745033,-73.87001
following too closely unspecified,0,0,1,0,0,0,40.749283,-73.756645
unspecified,0,0,0,0,0,0,40.625526,-74.0925
driver inattention/distraction unspecified,0,0,0,1,0,0,40.659225,-73.95339
unsafe speed failure to yield right-of-way,0,1,0,0,0,0,40.559677,-74.14443
driver inattention/distraction,0,0,0,1,0,0,40.73567,-73.924736
unspecified,0,0,0,0,0,0,40.63336,-73.92928
unspecified,0,0,0,0,0,0,40.859573,-73.86734
driver inattention/distraction unspecified,0,0,0,1,0,0,40.740616,-73.868996
unspecified unspecified,0,0,0,0,0,0,40.66016,-73.75579
driver inattention/distraction unspecified,0,0,0,1,0,0,40.57655,-73.966385
driver inattention/distraction,0,0,0,1,0,0,40.721756,-73.98752
unsafe lane changing unspecified,0,0,1,0,0,0,40.810173,-73.95117
traffic control disregarded unspecified,0,1,0,0,0,0,40.81928,-73.80832
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.797306,-73.93446
unsafe speed unspecified unspecified,0,0,0,0,0,0,40.90021,-73.8865
unspecified,0,0,0,0,0,0,40.755463,-73.88155
illnes unspecified unspecified,0,0,0,0,0,0,40.711227,-73.72826
passing or lane usage improper unspecified unspecified,0,0,0,0,0,0,40.833652,-73.93083
outside car distraction unspecified,0,0,0,1,0,0,40.78547,-73.952126
backing unsafely unspecified,0,0,0,0,0,0,40.755234,-73.941246
following too closely unspecified,0,0,1,0,0,0,40.762676,-73.954346
unsafe speed unspecified unspecified,0,0,0,0,0,0,40.738117,-73.7973
unsafe lane changing unspecified,0,0,1,0,0,0,40.604324,-73.89885
driver inattention/distraction unspecified,0,0,0,1,0,0,40.719597,-73.99164
driver inattention/distraction,0,0,0,1,0,0,40.683037,-73.96478
following too closely unspecified,0,0,1,0,0,0,40.82499,-73.91662
driver inattention/distraction unspecified,0,0,0,1,0,0,40.64802,-73.952194
driver inattention/distraction unspecified unspecified,0,0,0,1,0,0,40.707882,-73.7687
driver inattention/distraction unspecified,0,0,0,1,0,0,40.87647,-73.87058
turning improperly,0,0,0,0,0,0,40.63854,-74.107346
failure to yield right-of-way,0,1,0,0,0,0,40.643005,-74.00533
driver inexperience,0,0,0,0,0,0,40.60069,-74.010056
unspecified unspecified unspecified,0,0,0,0,0,0,40.695858,-73.81891
turning improperly unspecified,0,0,0,0,0,0,40.67002,-73.78312
unsafe speed unspecified,0,0,0,0,0,0,40.66552,-73.74467
following too closely unspecified unspecified,0,0,1,0,0,0,40.709183,-73.956825
traffic control disregarded unspecified,0,1,0,0,0,0,40.6109,-73.925224
unspecified,0,0,0,0,0,0,40.656483,-73.92408
driver inattention/distraction unspecified,0,0,0,1,0,0,40.84543,-73.91399
unspecified,0,0,0,0,0,0,40.617252,-74.01918
unspecified,0,0,0,0,0,0,40.73093,-73.864586
traffic control disregarded unspecified,0,1,0,0,0,0,40.678722,-73.952995
passing too closely unspecified,0,0,1,0,0,0,40.702785,-73.85705
driver inattention/distraction unspecified unspecified,0,0,0,1,0,0,40.749493,-73.88333
driver inattention/distraction unspecified,0,0,0,1,0,0,40.717426,-73.79225
backing unsafely unspecified unspecified,0,0,0,0,0,0,40.657063,-73.95093
failure to yield right-of-way failure to yield right-of-way,0,1,0,0,0,0,40.76471,-73.830696
pedestrian/bicyclist/other pedestrian error/confusion pedestrian/bicyclist/other pedestrian error/confusion,0,0,0,0,0,0,40.7591,-73.99215
unspecified unspecified,0,0,0,0,0,0,40.78363,-73.94353
turning improperly unspecified,0,0,0,0,0,0,40.83226,-73.91369
pedestrian/bicyclist/other pedestrian error/confusion,0,0,0,0,0,0,40.846657,-73.89619
unspecified,0,0,0,0,0,0,40.652225,-73.95779
following too closely unspecified,0,0,1,0,0,0,40.702,-73.88009
unspecified,0,0,0,0,0,0,40.86155,-73.92472
unsafe speed unspecified unspecified,0,0,0,0,0,0,40.851498,-73.942535
unspecified unspecified,0,0,0,0,0,0,40.856743,-73.89527
failure to yield right-of-way pedestrian/bicyclist/other pedestrian error/confusion,0,1,0,0,0,0,40.64295,-73.977325
driver inattention/distraction unspecified,0,0,0,1,0,0,40.736366,-73.794106
driver inattention/distraction unspecified,0,0,0,1,0,0,40.6847,-73.77297
following too closely unspecified,0,0,1,0,0,0,40.676685,-73.84371
unspecified,0,0,0,0,0,0,40.605045,-73.75013
passing too closely unspecified,0,0,1,0,0,0,40.778904,-73.96024
passing too closely unspecified,0,0,1,0,0,0,40.69663,-73.91857
reaction to uninvolved vehicle unspecified unspecified,0,0,0,0,0,0,40.648956,-73.88301
driver inattention/distraction unspecified,0,0,0,1,0,0,40.62605,-73.99547
driver inattention/distraction driver inattention/distraction,0,0,0,1,0,0,40.69893,-73.77037
passing too closely unspecified,0,0,1,0,0,0,40.66178,-73.77243
unspecified,0,0,0,0,0,0,40.696205,-73.91782
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.70485,-73.90562
unspecified unspecified,0,0,0,0,0,0,40.695004,-73.9525
unspecified,0,0,0,0,0,0,40.73395,-73.95272
unspecified,0,0,0,0,0,0,40.827812,-73.925934
unspecified,0,0,0,0,0,0,40.6094,-73.91177
unspecified,0,0,0,0,0,0,40.856358,-73.826515
following too closely unspecified,0,0,1,0,0,0,40.737164,-73.905624
driver inattention/distraction unspecified,0,0,0,1,0,0,40.66812,-73.92842
unspecified unspecified unspecified,0,0,0,0,0,0,40.68794,-73.789635
driver inattention/distraction unspecified,0,0,0,1,0,0,40.760765,-73.97664
other vehicular,0,0,0,0,0,0,40.865685,-73.86737
passing or lane usage improper unspecified,0,0,0,0,0,0,40.871956,-73.90445
fell asleep unspecified unspecified,0,0,0,0,0,0,40.666203,-73.88959
unspecified unspecified,0,0,0,0,0,0,40.749157,-73.9727
other vehicular turning improperly,0,0,0,0,0,0,40.882145,-73.83223
failure to yield right-of-way,0,1,0,0,0,0,40.87686,-73.87974
unspecified unspecified,0,0,0,0,0,0,40.677208,-73.89723
driver inattention/distraction view obstructed/limited,0,0,0,1,0,0,40.751396,-73.888405
passing too closely unspecified,0,0,1,0,0,0,40.847187,-73.92135
driver inattention/distraction driver inattention/distraction,0,0,0,1,0,0,40.65661,-73.93091
unsafe speed unspecified unspecified,0,0,0,0,0,0,40.84497,-73.90247
unspecified,0,0,0,0,0,0,40.7485,-73.93853
unspecified unspecified,0,0,0,0,0,0,40.63867,-73.97182
pavement slippery pavement slippery pavement slippery,0,0,0,0,0,0,40.870777,-73.81923
driver inattention/distraction unspecified,0,0,0,1,0,0,40.635857,-74.166756
driver inattention/distraction driver inattention/distraction,0,0,0,1,0,0,40.74147,-73.985435
driver inattention/distraction unspecified,0,0,0,1,0,0,40.683228,-73.907135
passing or lane usage improper unspecified,0,0,0,0,0,0,40.68977,-73.977104
other vehicular oversized vehicle,0,0,0,0,0,0,40.71086,-73.95801
driver inattention/distraction unspecified,0,0,0,1,0,0,40.69068,-73.804214
unspecified unspecified unspecified,0,0,0,0,0,0,40.631496,-73.884476
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.645103,-74.01033
unspecified,0,0,0,0,0,0,40.83728,-73.94093
unspecified,0,0,0,0,0,0,40.834198,-73.85169
passing too closely unspecified,0,0,1,0,0,0,40.713215,-73.93828
driver inattention/distraction unspecified,0,0,0,1,0,0,40.76815,-73.89714
view obstructed/limited driver inattention/distraction,0,0,0,1,0,0,40.668507,-73.92561
driver inattention/distraction unspecified,0,0,0,1,0,0,40.772705,-73.949486
driver inattention/distraction unspecified,0,0,0,1,0,0,40.699512,-73.81461
following too closely unspecified,0,0,1,0,0,0,40.715984,-74.010254
drugs (illegal) unspecified unspecified,0,0,0,0,0,0,40.761036,-73.98702
traffic control disregarded unspecified,0,1,0,0,0,0,40.758125,-73.928505
unspecified,0,0,0,0,0,0,40.842346,-73.93119
driver inexperience,0,0,0,0,0,0,40.675716,-73.9142
other vehicular unspecified,0,0,0,0,0,0,40.855137,-73.90836
driver inattention/distraction,0,0,0,1,0,0,40.68934,-73.917854
unspecified unspecified,0,0,0,0,0,0,40.80256,-73.943
driver inattention/distraction,0,0,0,1,0,0,40.73978,-73.97951
unspecified unspecified,0,0,0,0,0,0,40.61214,-73.96657
other vehicular following too closely,0,0,1,0,0,0,40.839924,-73.93286
backing unsafely,0,0,0,0,0,0,40.841152,-73.942696
backing unsafely unspecified,0,0,0,0,0,0,40.619892,-73.98372
traffic control disregarded unspecified,0,1,0,0,0,0,40.683647,-73.856384
backing unsafely unspecified,0,0,0,0,0,0,40.8614,-73.92527
driver inattention/distraction unspecified,0,0,0,1,0,0,40.752388,-73.974304
failure to keep right unspecified,0,0,0,0,0,0,40.751442,-73.97606
passing too closely unspecified,0,0,1,0,0,0,40.778095,-73.9783
unspecified,0,0,0,0,0,0,40.68726,-73.98777
failure to yield right-of-way,0,1,0,0,0,0,40.837425,-73.92037
driver inattention/distraction view obstructed/limited,0,0,0,1,0,0,40.65474,-73.90693
unspecified unspecified unspecified,0,0,0,0,0,0,40.724888,-73.89899
driver inattention/distraction unspecified,0,0,0,1,0,0,40.782284,-73.9127
passing too closely unspecified,0,0,1,0,0,0,40.68999,-73.78327
accelerator defective unspecified,0,0,0,0,0,0,40.76453,-73.74086
driver inattention/distraction unspecified,0,0,0,1,0,0,40.82101,-73.897385
unspecified,0,0,0,0,0,0,40.642548,-74.016655
unsafe lane changing unspecified unspecified,0,0,1,0,0,0,40.658875,-73.94753
passing too closely unspecified,0,0,1,0,0,0,40.707027,-73.9236
unspecified unspecified,0,0,0,0,0,0,40.714066,-73.94938
turning improperly,0,0,0,0,0,0,40.689842,-73.850075
driver inattention/distraction unspecified unspecified,0,0,0,1,0,0,40.755398,-73.93182
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.76979,-73.988075
unspecified unspecified,0,0,0,0,0,0,40.811245,-73.92753
following too closely unspecified,0,0,1,0,0,0,40.61427,-74.156654
following too closely unspecified,0,0,1,0,0,0,40.683514,-73.97596
driver inattention/distraction,0,0,0,1,0,0,40.727295,-73.81281
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.706573,-73.922874
alcohol involvement unspecified,0,0,0,0,0,1,40.639305,-73.95898
unspecified unspecified,0,0,0,0,0,0,40.84482,-73.837
driver inattention/distraction unspecified,0,0,0,1,0,0,40.71436,-73.98652
driver inattention/distraction,0,0,0,1,0,0,40.68948,-73.93515
passing too closely unspecified,0,0,1,0,0,0,40.710094,-73.93722
unspecified,0,0,0,0,0,0,40.701187,-73.80789
driver inexperience unspecified,0,0,0,0,0,0,40.852413,-73.88438
turning improperly unspecified,0,0,0,0,0,0,40.64644,-73.91289
driver inattention/distraction driver inattention/distraction,0,0,0,1,0,0,40.71697,-73.998245
unspecified,0,0,0,0,0,0,40.734543,-73.80296
following too closely unspecified,0,0,1,0,0,0,40.66079,-73.99401
unspecified unspecified,0,0,0,0,0,0,40.726593,-73.809685
driver inattention/distraction unspecified,0,0,0,1,0,0,40.734375,-73.87342
pedestrian/bicyclist/other pedestrian error/confusion driver inattention/distraction,0,0,0,1,0,0,40.65488,-73.96189
driver inattention/distraction unspecified,0,0,0,1,0,0,40.670094,-73.907974
unsafe speed unspecified unspecified,0,0,0,0,0,0,40.65638,-73.98066
passing or lane usage improper unspecified,0,0,0,0,0,0,40.730553,-73.84142
unspecified unspecified,0,0,0,0,0,0,40.635303,-74.00617
passing or lane usage improper unspecified,0,0,0,0,0,0,40.622654,-74.02543
failure to yield right-of-way other vehicular,0,1,0,0,0,0,40.703556,-73.78805
unspecified unspecified,0,0,0,0,0,0,40.67691,-73.87945
traffic control disregarded unspecified,0,1,0,0,0,0,40.82835,-73.86116
unspecified,0,0,0,0,0,0,40.720722,-73.98325
unspecified,0,0,0,0,0,0,40.63858,-74.02078
driver inexperience,0,0,0,0,0,0,40.835777,-73.91648
unsafe lane changing unspecified,0,0,1,0,0,0,40.76295,-73.83196
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.683094,-73.80576
traffic control disregarded unspecified,0,1,0,0,0,0,40.628586,-73.92113
passing too closely unspecified,0,0,1,0,0,0,40.69325,-73.97287
unsafe speed,0,0,0,0,0,0,40.83774,-73.86489
driver inattention/distraction driver inattention/distraction,0,0,0,1,0,0,40.875874,-73.84989
following too closely unspecified,0,0,1,0,0,0,40.757355,-73.73887
backing unsafely unspecified,0,0,0,0,0,0,40.70683,-73.9684
failure to yield right-of-way unspecified unspecified,0,1,0,0,0,0,40.753456,-73.941414
unspecified unspecified,0,0,0,0,0,0,40.753345,-73.7068
backing unsafely unspecified,0,0,0,0,0,0,40.756405,-73.9222
unspecified unspecified,0,0,0,0,0,0,40.76294,-73.86067
failure to keep right unspecified,0,0,0,0,0,0,40.58376,-73.82554
turning improperly unspecified,0,0,0,0,0,0,40.702595,-73.8553
turning improperly unspecified,0,0,0,0,0,0,40.75781,-73.97353
obstruction/debris,0,0,0,0,0,0,40.900604,-73.85259
turning improperly unspecified,0,0,0,0,0,0,40.901325,-73.86466
driver inattention/distraction passing too closely,0,0,1,1,0,0,40.862747,-73.90494
