text_features,speeding,signal_violation,careless_driving,distracted,wrong_lane,drink_drive,LATITUDE,LONGITUDE
driver inattention/distraction unspecified,0,0,0,1,0,0,40.865795,-73.920006
pedestrian/bicyclist/other pedestrian error/confusion,0,0,0,0,0,0,40.754093,-73.99209
passing or lane usage improper unspecified,0,0,0,0,0,0,40.67637,-73.88323
driver inattention/distraction unspecified,0,0,0,1,0,0,40.669456,-73.86284
driver inattention/distraction unspecified,0,0,0,1,0,0,40.852528,-73.884346
animals action,0,0,0,0,0,0,40.521248,-74.204765
unsafe speed failure to yield right-of-way,0,1,0,0,0,0,40.885426,-73.897446
unspecified unspecified,0,0,0,0,0,0,40.596313,-73.745316
unspecified unspecified,0,0,0,0,0,0,40.67619,-73.9081
unsafe speed unspecified unspecified,0,0,0,0,0,0,40.867012,-73.92312
other vehicular,0,0,0,0,0,0,40.76593,-73.99088
other vehicular other vehicular unspecified,0,0,0,0,0,0,40.70768,-73.74512
failure to yield right-of-way,0,1,0,0,0,0,40.616238,-73.96357
traffic control disregarded unspecified unspecified,0,1,0,0,0,0,40.779747,-73.915825
unspecified,0,0,0,0,0,0,40.75507,-73.89002
oversized vehicle unspecified,0,0,0,0,0,0,40.74655,-73.88331
unspecified unspecified,0,0,0,0,0,0,40.71521,-73.98427
passing too closely unspecified,0,0,1,0,0,0,40.74005,-73.86622
lost consciousness unspecified unspecified,0,0,0,0,0,0,40.850475,-73.915436
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.757755,-73.79304
unspecified,0,0,0,0,0,0,40.81779,-73.93597
other vehicular obstruction/debris,0,0,0,0,0,0,40.658916,-73.9119
unspecified,0,0,0,0,0,0,40.84852,-73.935936
steering failure unspecified,0,0,0,0,0,0,40.61978,-74.10793
reaction to uninvolved vehicle,0,0,0,0,0,0,40.763885,-73.84002
failure to yield right-of-way,0,1,0,0,0,0,40.682507,-73.94375
unspecified unspecified,0,0,0,0,0,0,40.708225,-74.00077
traffic control disregarded unspecified,0,1,0,0,0,0,40.74152,-73.83
other vehicular other vehicular,0,0,0,0,0,0,40.79856,-73.93547
driver inattention/distraction unspecified,0,0,0,1,0,0,40.679916,-73.867424
driver inattention/distraction unspecified,0,0,0,1,0,0,40.677353,-73.94424
backing unsafely unspecified,0,0,0,0,0,0,40.62435,-74.13927
following too closely unspecified,0,0,1,0,0,0,40.69775,-73.81393
passing too closely unspecified,0,0,1,0,0,0,40.823315,-73.94901
animals action unspecified,0,0,0,0,0,0,40.59582,-73.77233
backing unsafely unspecified,0,0,0,0,0,0,40.876812,-73.90118
driver inattention/distraction unspecified,0,0,0,1,0,0,40.666306,-73.905106
unspecified,0,0,0,0,0,0,40.682613,-73.80693
following too closely unspecified,0,0,1,0,0,0,40.67798,-73.872116
passing or lane usage improper driver inattention/distraction,0,0,0,1,0,0,40.677254,-73.81173
driver inattention/distraction unspecified,0,0,0,1,0,0,40.75671,-73.986465
unspecified,0,0,0,0,0,0,40.586002,-73.97221
driver inattention/distraction unspecified,0,0,0,1,0,0,40.745544,-73.92393
unsafe lane changing unspecified,0,0,1,0,0,0,40.58407,-73.92344
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.67619,-73.9081
turning improperly unspecified,0,0,0,0,0,0,40.737907,-73.877174
unspecified unspecified,0,0,0,0,0,0,40.638844,-74.00144
unspecified unspecified,0,0,0,0,0,0,40.82325,-73.88277
unspecified unspecified,0,0,0,0,0,0,40.832558,-73.88538
traffic control disregarded unspecified,0,1,0,0,0,0,40.847412,-73.93331
following too closely unspecified unspecified,0,0,1,0,0,0,40.6752,-73.950005
unspecified unspecified,0,0,0,0,0,0,40.65008,-73.96101
passing or lane usage improper unspecified,0,0,0,0,0,0,40.857418,-73.89996
unspecified,0,0,0,0,0,0,40.808243,-73.92785
unspecified unspecified,0,0,0,0,0,0,40.632,-73.97453
driver inattention/distraction driver inattention/distraction,0,0,0,1,0,0,40.70219,-73.928345
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.67308,-73.91124
following too closely unspecified,0,0,1,0,0,0,40.711365,-73.97897
unsafe speed unspecified,0,0,0,0,0,0,40.670044,-73.818115
driver inattention/distraction unspecified,0,0,0,1,0,0,40.60548,-73.999725
other vehicular reaction to uninvolved vehicle,0,0,0,0,0,0,40.69365,-73.98333
unspecified unspecified,0,0,0,0,0,0,40.73498,-73.81062
unspecified unspecified,0,0,0,0,0,0,40.845787,-73.829834
driver inattention/distraction unspecified,0,0,0,1,0,0,40.66475,-73.89405
pedestrian/bicyclist/other pedestrian error/confusion,0,0,0,0,0,0,40.81543,-73.88679
driver inattention/distraction unspecified,0,0,0,1,0,0,40.66496,-73.82226
backing unsafely unspecified,0,0,0,0,0,0,40.74668,-73.9745
failure to yield right-of-way unspecified unspecified,0,1,0,0,0,0,40.677334,-73.86763
other vehicular other vehicular,0,0,0,0,0,0,40.65474,-73.90693
unspecified,0,0,0,0,0,0,40.84797,-73.924774
pedestrian/bicyclist/other pedestrian error/confusion,0,0,0,0,0,0,40.69488,-73.94042
reaction to uninvolved vehicle,0,0,0,0,0,0,40.62236,-74.174355
driver inattention/distraction unspecified,0,0,0,1,0,0,40.619225,-74.0897
driver inattention/distraction unspecified unspecified,0,0,0,1,0,0,40.678288,-73.74688
failure to keep right unspecified unspecified,0,0,0,0,0,0,40.660404,-73.730965
driver inattention/distraction unspecified,0,0,0,1,0,0,40.714787,-73.96202
pavement slippery,0,0,0,0,0,0,40.666573,-73.811775
turning improperly pedestrian/bicyclist/other pedestrian error/confusion,0,0,0,0,0,0,40.827244,-73.92406
failure to yield right-of-way traffic control disregarded,0,1,0,0,0,0,40.545395,-74.16575
traffic control disregarded,0,1,0,0,0,0,40.7599,-73.98043
unspecified unspecified,0,0,0,0,0,0,40.592407,-73.93361
outside car distraction outside car distraction following too closely,0,0,1,1,0,0,40.762913,-73.96981
driver inattention/distraction driver inattention/distraction unspecified,0,0,0,1,0,0,40.690926,-73.92066
unsafe speed unspecified,0,0,0,0,0,0,40.898506,-73.87938
unspecified,0,0,0,0,0,0,40.76479,-73.98429
unspecified unspecified,0,0,0,0,0,0,40.6727,-73.93635
driver inattention/distraction driver inattention/distraction,0,0,0,1,0,0,40.697258,-73.80575
driver inexperience unspecified,0,0,0,0,0,0,40.60248,-74.12247
unspecified,0,0,0,0,0,0,40.828064,-73.91609
passing too closely unspecified,0,0,1,0,0,0,40.750305,-74.00837
passing too closely unspecified,0,0,1,0,0,0,40.708492,-73.93887
outside car distraction,0,0,0,1,0,0,40.71467,-73.98234
fell asleep,0,0,0,0,0,0,40.589066,-74.138626
unspecified unspecified,0,0,0,0,0,0,40.71843,-74.000534
driver inattention/distraction unspecified,0,0,0,1,0,0,0.0,0.0
unspecified,0,0,0,0,0,0,40.769844,-73.96686
turning improperly unspecified,0,0,0,0,0,0,40.65766,-73.89705
unspecified,0,0,0,0,0,0,40.703438,-73.901436
steering failure unspecified,0,0,0,0,0,0,40.785294,-73.969345
unspecified,0,0,0,0,0,0,40.772114,-73.93068
turning improperly unspecified,0,0,0,0,0,0,40.811714,-73.92671
reaction to uninvolved vehicle unspecified unspecified,0,0,0,0,0,0,40.649673,-73.91232
unsafe speed unspecified unspecified,0,0,0,0,0,0,40.879948,-73.82339
passing too closely unspecified,0,0,1,0,0,0,40.690647,-73.90805
traffic control disregarded unspecified,0,1,0,0,0,0,40.680016,-73.87743
driver inattention/distraction unspecified,0,0,0,1,0,0,40.804066,-73.93117
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.687267,-73.81312
traffic control disregarded unspecified,0,1,0,0,0,0,40.692482,-73.9203
unspecified unspecified,0,0,0,0,0,0,40.670193,-73.878876
driver inattention/distraction,0,0,0,1,0,0,40.80777,-73.94549
driver inattention/distraction unspecified,0,0,0,1,0,0,40.841087,-73.937935
driver inattention/distraction,0,0,0,1,0,0,40.740623,-73.78024
driver inattention/distraction unspecified unspecified,0,0,0,1,0,0,40.76188,-73.72319
driver inattention/distraction unspecified,0,0,0,1,0,0,40.683636,-73.97717
following too closely unspecified,0,0,1,0,0,0,40.688236,-73.76196
unspecified unspecified unspecified,0,0,0,0,0,0,40.843163,-73.82812
passing or lane usage improper unspecified unspecified,0,0,0,0,0,0,40.763885,-73.84002
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.666706,-73.871826
unspecified,0,0,0,0,0,0,40.703644,-73.80041
driver inattention/distraction unspecified unspecified,0,0,0,1,0,0,40.67681,-73.91924
driver inattention/distraction unspecified,0,0,0,1,0,0,40.72284,-73.99144
passing too closely unspecified,0,0,1,0,0,0,40.892365,-73.859116
unsafe speed unspecified,0,0,0,0,0,0,40.714993,-73.90038
unspecified unspecified,0,0,0,0,0,0,40.840034,-73.81581
driver inattention/distraction unspecified,0,0,0,1,0,0,40.737156,-73.87941
unspecified,0,0,0,0,0,0,40.856625,-73.8319
aggressive driving/road rage,0,0,0,0,0,0,40.840286,-73.92147
driver inattention/distraction unspecified,0,0,0,1,0,0,40.741085,-73.99978
driver inattention/distraction,0,0,0,1,0,0,40.634342,-74.07522
alcohol involvement unspecified unspecified,0,0,0,0,0,1,40.663776,-73.990944
other electronic device unspecified,0,0,0,0,0,0,40.691933,-73.79829
driver inattention/distraction unspecified,0,0,0,1,0,0,40.657555,-73.894196
unspecified,0,0,0,0,0,0,40.86713,-73.883835
unspecified,0,0,0,0,0,0,40.574593,-73.98764
unspecified,0,0,0,0,0,0,40.72803,-74.00216
unspecified unspecified,0,0,0,0,0,0,40.665474,-73.86752
unspecified unspecified unspecified,0,0,0,0,0,0,40.74091,-73.83727
unspecified,0,0,0,0,0,0,40.69231,-73.88147
unspecified unspecified,0,0,0,0,0,0,40.84281,-73.84469
passing or lane usage improper passing too closely,0,0,1,0,0,0,40.698097,-73.9298
driver inattention/distraction,0,0,0,1,0,0,40.835808,-73.949455
unspecified unspecified,0,0,0,0,0,0,40.63782,-73.98921
unspecified,0,0,0,0,0,0,40.884346,-73.88706
driver inattention/distraction unspecified,0,0,0,1,0,0,40.552784,-74.2119
unsafe lane changing unspecified,0,0,1,0,0,0,40.68024,-73.946754
unspecified unspecified,0,0,0,0,0,0,40.75793,-73.979675
alcohol involvement,0,0,0,0,0,1,40.756317,-73.83369
driver inexperience driver inexperience,0,0,0,0,0,0,40.72106,-73.99821
following too closely unspecified,0,0,1,0,0,0,40.64385,-73.87576
driver inattention/distraction unspecified,0,0,0,1,0,0,40.80897,-73.94833
driver inattention/distraction unspecified,0,0,0,1,0,0,40.750153,-74.00415
unspecified,0,0,0,0,0,0,40.58396,-73.9253
unsafe speed unspecified unspecified,0,0,0,0,0,0,40.70786,-73.84846
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.827423,-73.86823
traffic control disregarded unspecified unspecified,0,1,0,0,0,0,40.67816,-73.897484
unspecified,0,0,0,0,0,0,40.67236,-74.01124
unspecified,0,0,0,0,0,0,40.74311,-73.86751
passing too closely unspecified,0,0,1,0,0,0,40.710316,-73.75247
driver inattention/distraction unspecified,0,0,0,1,0,0,40.678364,-73.77949
driver inattention/distraction following too closely,0,0,1,1,0,0,40.734295,-73.97455
unspecified unspecified,0,0,0,0,0,0,40.830425,-73.82947
unspecified unspecified unspecified,0,0,0,0,0,0,40.681515,-73.90412
unspecified unspecified,0,0,0,0,0,0,40.68462,-73.8687
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.678097,-73.98559
following too closely unspecified,0,0,1,0,0,0,40.688087,-73.96683
driver inattention/distraction unspecified,0,0,0,1,0,0,40.66047,-73.89205
unspecified unspecified,0,0,0,0,0,0,40.68428,-73.86647
driver inattention/distraction unspecified,0,0,0,1,0,0,40.85482,-73.9112
driver inattention/distraction unspecified unspecified,0,0,0,1,0,0,40.608433,-74.15544
unsafe speed unspecified,0,0,0,0,0,0,40.87673,-73.86444
driver inexperience,0,0,0,0,0,0,40.82358,-73.90675
driver inattention/distraction unspecified,0,0,0,1,0,0,40.831177,-73.942085
driver inattention/distraction driver inattention/distraction unspecified,0,0,0,1,0,0,40.662174,-73.953705
unspecified unspecified,0,0,0,0,0,0,40.88504,-73.8271
unspecified,0,0,0,0,0,0,40.806065,-73.90905
traffic control disregarded other vehicular,0,1,0,0,0,0,40.833786,-73.94037
driver inattention/distraction unspecified,0,0,0,1,0,0,40.737156,-73.87941
driver inexperience,0,0,0,0,0,0,40.534813,-74.194115
driver inattention/distraction unspecified,0,0,0,1,0,0,40.63777,-74.07602
alcohol involvement unspecified,0,0,0,0,0,1,40.768642,-73.949036
driver inattention/distraction unspecified,0,0,0,1,0,0,40.87306,-73.87864
driver inattention/distraction,0,0,0,1,0,0,40.842846,-73.881424
traffic control disregarded unspecified unspecified,0,1,0,0,0,0,40.62094,-74.01037
unspecified,0,0,0,0,0,0,40.711845,-73.859764
failure to keep right unspecified,0,0,0,0,0,0,40.700005,-73.7547
unspecified,0,0,0,0,0,0,40.824352,-73.82022
passing or lane usage improper unspecified unspecified,0,0,0,0,0,0,40.596848,-74.06206
driver inattention/distraction unspecified,0,0,0,1,0,0,40.764362,-73.96162
unspecified,0,0,0,0,0,0,40.60882,-73.9903
passing too closely passing or lane usage improper,0,0,1,0,0,0,40.82317,-73.93872
failure to yield right-of-way,0,1,0,0,0,0,40.643776,-74.008125
unspecified unspecified,0,0,0,0,0,0,40.655685,-73.899414
unsafe speed unspecified,0,0,0,0,0,0,40.714104,-73.95322
driver inattention/distraction unspecified,0,0,0,1,0,0,40.849308,-73.88481
traffic control disregarded unspecified,0,1,0,0,0,0,40.605522,-73.76088
other vehicular unspecified,0,0,0,0,0,0,40.659966,-73.94151
traffic control disregarded unspecified unspecified,0,1,0,0,0,0,40.603912,-74.11792
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.700497,-73.90021
traffic control disregarded traffic control disregarded,0,1,0,0,0,0,40.709885,-73.75426
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.737705,-73.88231
turning improperly unspecified,0,0,0,0,0,0,40.794285,-73.95112
following too closely unspecified,0,0,1,0,0,0,40.737682,-73.85206
traffic control disregarded unspecified,0,1,0,0,0,0,40.62403,-74.09433
failure to yield right-of-way,0,1,0,0,0,0,40.672752,-73.95432
passing too closely unspecified,0,0,1,0,0,0,40.700054,-73.92459
unsafe speed unspecified,0,0,0,0,0,0,40.660233,-73.93712
outside car distraction,0,0,0,1,0,0,40.770756,-73.91727
unsafe speed unspecified,0,0,0,0,0,0,40.67734,-73.75067
fell asleep unspecified,0,0,0,0,0,0,40.70276,-73.94546
failure to yield right-of-way unspecified unspecified,0,1,0,0,0,0,40.695324,-73.789276
unspecified unspecified unspecified,0,0,0,0,0,0,40.686428,-73.8687
traffic control disregarded unspecified,0,1,0,0,0,0,40.626564,-73.94881
unspecified,0,0,0,0,0,0,40.662743,-73.921936
unsafe speed unspecified unspecified,0,0,0,0,0,0,40.810173,-73.937416
passing too closely unspecified,0,0,1,0,0,0,40.82998,-73.913994
unspecified,0,0,0,0,0,0,40.766434,-73.83767
unspecified,0,0,0,0,0,0,40.672447,-73.892136
unspecified,0,0,0,0,0,0,40.717014,-73.7994
backing unsafely unspecified,0,0,0,0,0,0,40.668644,-73.9852
unsafe lane changing unspecified,0,0,1,0,0,0,40.641205,-73.877205
unsafe lane changing unspecified,0,0,1,0,0,0,40.760155,-73.9988
driver inattention/distraction,0,0,0,1,0,0,40.884857,-73.91587
alcohol involvement unspecified,0,0,0,0,0,1,40.84528,-73.9265
driver inattention/distraction unspecified,0,0,0,1,0,0,40.719204,-73.99037
unspecified,0,0,0,0,0,0,40.748177,-73.98474
failure to yield right-of-way,0,1,0,0,0,0,40.72106,-73.99821
driver inattention/distraction unspecified,0,0,0,1,0,0,40.755997,-73.8634
passing or lane usage improper passing or lane usage improper,0,0,0,0,0,0,40.59907,-73.90498
passing too closely unspecified,0,0,1,0,0,0,40.843822,-73.9275
unspecified unspecified,0,0,0,0,0,0,40.68093,-74.004944
outside car distraction unspecified,0,0,0,1,0,0,40.712357,-73.8263
backing unsafely,0,0,0,0,0,0,40.651695,-73.9311
unsafe speed,0,0,0,0,0,0,40.6379,-74.14504
driver inexperience unspecified unspecified,0,0,0,0,0,0,40.856014,-73.8945
tire failure/inadequate unspecified,0,0,0,0,0,0,40.743427,-73.775475
following too closely unspecified,0,0,1,0,0,0,40.73539,-73.97511
unspecified unspecified,0,0,0,0,0,0,40.61881,-74.021774
driver inattention/distraction unspecified,0,0,0,1,0,0,40.738552,-73.98043
unspecified,0,0,0,0,0,0,40.84398,-73.92296
driver inattention/distraction driver inattention/distraction,0,0,0,1,0,0,40.865223,-73.83619
unspecified,0,0,0,0,0,0,40.68163,-73.97488
passing or lane usage improper unspecified unspecified,0,0,0,0,0,0,40.768982,-73.91064
unsafe speed unspecified,0,0,0,0,0,0,40.822533,-73.88509
unspecified unspecified,0,0,0,0,0,0,40.609554,-73.96631
driverless/runaway vehicle,0,0,0,0,0,0,40.809246,-73.93598
alcohol involvement unspecified unspecified,0,0,0,0,0,1,40.76161,-73.99418
unspecified unspecified,0,0,0,0,0,0,40.783245,-73.94473
passing too closely unspecified,0,0,1,0,0,0,40.76135,-73.796326
failure to yield right-of-way unspecified unspecified,0,1,0,0,0,0,40.547325,-74.18201
driver inattention/distraction unspecified,0,0,0,1,0,0,40.728745,-73.86131
unspecified unspecified,0,0,0,0,0,0,40.607258,-74.00265
driver inattention/distraction unspecified,0,0,0,1,0,0,40.743324,-73.984085
driver inattention/distraction unspecified,0,0,0,1,0,0,40.678722,-73.952995
passing or lane usage improper unspecified,0,0,0,0,0,0,40.63056,-74.1057
following too closely unspecified,0,0,1,0,0,0,40.743122,-73.835075
fatigued/drowsy unspecified,0,0,0,0,0,0,40.685436,-73.79326
driver inattention/distraction unspecified,0,0,0,1,0,0,40.67175,-73.89685
backing unsafely unspecified unspecified,0,0,0,0,0,0,40.631363,-74.12629
unsafe speed traffic control disregarded,0,1,0,0,0,0,40.839832,-73.92392
driver inattention/distraction driver inattention/distraction,0,0,0,1,0,0,40.738567,-73.90554
traffic control disregarded unspecified unspecified,0,1,0,0,0,0,40.682808,-73.851135
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.57725,-74.10298
following too closely unspecified,0,0,1,0,0,0,40.764267,-73.722946
driver inattention/distraction unspecified unspecified,0,0,0,1,0,0,40.57558,-73.969925
unspecified,0,0,0,0,0,0,40.78707,-73.94388
unsafe speed,0,0,0,0,0,0,40.838886,-73.921646
turning improperly unspecified,0,0,0,0,0,0,40.713303,-73.73586
unspecified unspecified,0,0,0,0,0,0,40.80256,-73.943
passing too closely unspecified,0,0,1,0,0,0,40.715553,-74.00615
driver inexperience unspecified,0,0,0,0,0,0,40.72842,-73.983574
driver inattention/distraction other vehicular,0,0,0,1,0,0,40.867676,-73.85571
driver inattention/distraction unspecified,0,0,0,1,0,0,40.74342,-73.99245
following too closely following too closely,0,0,1,0,0,0,40.763897,-73.95323
following too closely unspecified,0,0,1,0,0,0,40.859444,-73.915985
driver inattention/distraction unspecified,0,0,0,1,0,0,40.676937,-73.92183
driver inexperience unspecified,0,0,0,0,0,0,40.63712,-73.98996
other vehicular unspecified,0,0,0,0,0,0,40.88845,-73.841965
unspecified unspecified,0,0,0,0,0,0,40.66847,-73.75052
passing or lane usage improper unspecified,0,0,0,0,0,0,40.767776,-73.903595
driver inattention/distraction unspecified,0,0,0,1,0,0,40.612175,-74.07098
unsafe speed unspecified unspecified,0,0,0,0,0,0,40.862755,-73.901085
unspecified,0,0,0,0,0,0,40.703426,-73.838326
driver inattention/distraction unspecified,0,0,0,1,0,0,40.71266,-73.92193
driver inattention/distraction following too closely unspecified,0,0,1,1,0,0,40.668495,-73.925606
unsafe speed,0,0,0,0,0,0,40.589367,-73.98093
unspecified,0,0,0,0,0,0,40.6763,-73.91927
unspecified unspecified unspecified,0,0,0,0,0,0,40.739777,-73.868965
unspecified unspecified,0,0,0,0,0,0,40.759388,-73.96756
driver inattention/distraction unspecified,0,0,0,1,0,0,40.701077,-73.957085
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.786697,-73.82506
unspecified unspecified,0,0,0,0,0,0,40.594585,-73.90858
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.82864,-73.85344
driver inattention/distraction unspecified unspecified,0,0,0,1,0,0,40.66728,-73.86797
unspecified,0,0,0,0,0,0,40.70571,-73.81289
traffic control disregarded unspecified,0,1,0,0,0,0,40.82873,-73.914734
alcohol involvement unspecified,0,0,0,0,0,1,40.886536,-73.89985
passing too closely unspecified,0,0,1,0,0,0,40.720764,-73.99063
unspecified,0,0,0,0,0,0,40.832153,-73.82752
unspecified unspecified,0,0,0,0,0,0,40.6094,-73.967674
backing unsafely unspecified,0,0,0,0,0,0,40.848328,-73.91842
following too closely unspecified,0,0,1,0,0,0,40.66496,-73.82226
backing unsafely unspecified,0,0,0,0,0,0,40.684624,-73.93838
driver inattention/distraction unspecified,0,0,0,1,0,0,40.68109,-73.978096
other vehicular other vehicular,0,0,0,0,0,0,40.842655,-73.89052
pedestrian/bicyclist/other pedestrian error/confusion,0,0,0,0,0,0,40.81969,-73.90161
unspecified unspecified,0,0,0,0,0,0,40.68174,-73.95859
other vehicular unsafe lane changing,0,0,1,0,0,0,40.68792,-73.98025
driver inattention/distraction,0,0,0,1,0,0,40.621853,-74.00083
driver inattention/distraction unspecified,0,0,0,1,0,0,40.87352,-73.86579
unspecified,0,0,0,0,0,0,40.63517,-74.0151
unspecified,0,0,0,0,0,0,40.71997,-73.992905
unspecified unspecified,0,0,0,0,0,0,40.646378,-73.997345
following too closely,0,0,1,0,0,0,40.71347,-73.91567
passing too closely unspecified,0,0,1,0,0,0,40.649467,-73.97176
alcohol involvement,0,0,0,0,0,1,40.60731,-73.9197
unspecified unspecified,0,0,0,0,0,0,40.78363,-73.94353
passing too closely unspecified,0,0,1,0,0,0,40.832493,-73.94115
unspecified unspecified,0,0,0,0,0,0,40.644634,-73.943115
pavement defective unspecified unspecified,0,0,0,0,0,0,40.700356,-73.912575
driver inattention/distraction unspecified,0,0,0,1,0,0,40.73818,-73.93887
driver inattention/distraction unspecified,0,0,0,1,0,0,40.821297,-73.88542
driver inattention/distraction unspecified,0,0,0,1,0,0,40.878475,-73.851395
failure to yield right-of-way,0,1,0,0,0,0,40.734837,-73.99076
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.703373,-73.759186
driver inattention/distraction unspecified,0,0,0,1,0,0,40.824562,-73.948105
unspecified unspecified unspecified,0,0,0,0,0,0,40.66725,-73.88799
unspecified unspecified,0,0,0,0,0,0,40.61562,-73.95959
turning improperly unspecified,0,0,0,0,0,0,40.646786,-74.008575
turning improperly unspecified,0,0,0,0,0,0,40.720844,-73.956635
unspecified unspecified,0,0,0,0,0,0,40.877796,-73.86806
passing or lane usage improper unspecified,0,0,0,0,0,0,40.756527,-73.994026
passing too closely unspecified,0,0,1,0,0,0,40.705936,-73.85734
driver inattention/distraction unspecified,0,0,0,1,0,0,40.701237,-73.79465
failure to yield right-of-way,0,1,0,0,0,0,40.703342,-73.80021
driver inattention/distraction unspecified,0,0,0,1,0,0,40.82902,-73.94485
passing too closely unspecified,0,0,1,0,0,0,40.72732,-73.97912
traffic control disregarded unspecified,0,1,0,0,0,0,40.659714,-73.739815
unspecified unspecified,0,0,0,0,0,0,40.63413,-73.928505
unspecified,0,0,0,0,0,0,40.698093,-73.73049
unspecified unspecified,0,0,0,0,0,0,40.61669,-73.949814
driver inattention/distraction unspecified,0,0,0,1,0,0,40.88403,-73.86426
unspecified,0,0,0,0,0,0,40.658222,-73.95036
unspecified unspecified,0,0,0,0,0,0,40.672638,-73.758575
driver inattention/distraction unspecified,0,0,0,1,0,0,40.708904,-73.95926
unspecified,0,0,0,0,0,0,40.73877,-73.80564
unspecified,0,0,0,0,0,0,40.81256,-73.88597
passing or lane usage improper unspecified,0,0,0,0,0,0,40.758976,-73.99394
following too closely unspecified,0,0,1,0,0,0,40.630688,-73.92521
unspecified unspecified,0,0,0,0,0,0,40.684887,-74.00111
driver inattention/distraction,0,0,0,1,0,0,40.73952,-73.986855
unspecified,0,0,0,0,0,0,40.817394,-73.893845
unspecified,0,0,0,0,0,0,40.70151,-73.90428
unspecified,0,0,0,0,0,0,40.761143,-73.75549
driver inattention/distraction unspecified,0,0,0,1,0,0,40.722717,-73.89373
unspecified,0,0,0,0,0,0,40.602768,-73.75012
following too closely unspecified,0,0,1,0,0,0,40.715927,-73.80889
passing or lane usage improper unspecified,0,0,0,0,0,0,40.76705,-73.88841
unspecified unspecified,0,0,0,0,0,0,40.839935,-73.86604
unspecified unspecified,0,0,0,0,0,0,40.719864,-73.94486
driver inattention/distraction driver inattention/distraction,0,0,0,1,0,0,40.856487,-73.872406
driver inattention/distraction unspecified,0,0,0,1,0,0,40.6319,-73.92929
unspecified unspecified,0,0,0,0,0,0,40.835873,-73.8699
passing or lane usage improper unspecified,0,0,0,0,0,0,40.8606,-73.91102
unspecified,0,0,0,0,0,0,40.69297,-73.78024
unspecified unspecified unspecified,0,0,0,0,0,0,40.8047,-73.91243
following too closely unspecified,0,0,1,0,0,0,40.68064,-73.95338
oversized vehicle unspecified,0,0,0,0,0,0,40.758022,-73.981804
driver inattention/distraction unspecified,0,0,0,1,0,0,40.810764,-73.9526
other vehicular passing too closely,0,0,1,0,0,0,40.841984,-73.89201
passing too closely unspecified,0,0,1,0,0,0,40.66255,-73.84045
driver inattention/distraction unspecified,0,0,0,1,0,0,40.76663,-73.88903
turning improperly driver inexperience,0,0,0,0,0,0,40.792854,-73.96753
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.758274,-73.93336
driver inattention/distraction unspecified,0,0,0,1,0,0,40.611946,-74.1323
following too closely unspecified,0,0,1,0,0,0,40.844604,-73.90348
unspecified unspecified,0,0,0,0,0,0,40.630905,-73.920425
unspecified,0,0,0,0,0,0,40.83657,-73.888245
unspecified unspecified,0,0,0,0,0,0,40.758587,-73.98509
driver inattention/distraction,0,0,0,1,0,0,40.72163,-73.99353
following too closely unspecified,0,0,1,0,0,0,40.615185,-73.98367
following too closely unspecified,0,0,1,0,0,0,40.583534,-73.984184
driver inattention/distraction unspecified unspecified,0,0,0,1,0,0,40.594887,-73.93306
driver inattention/distraction unspecified,0,0,0,1,0,0,40.63838,-73.89481
unspecified unspecified,0,0,0,0,0,0,40.832096,-73.860725
unspecified,0,0,0,0,0,0,40.846466,-73.87123
backing unsafely unspecified,0,0,0,0,0,0,40.691597,-73.98438
driver inattention/distraction unspecified,0,0,0,1,0,0,40.6845,-73.88194
traffic control disregarded,0,1,0,0,0,0,40.727627,-73.844284
passing too closely unspecified,0,0,1,0,0,0,40.835716,-73.89205
illnes unspecified,0,0,0,0,0,0,40.636623,-74.08179
traffic control disregarded unspecified,0,1,0,0,0,0,40.83918,-73.94115
alcohol involvement unspecified,0,0,0,0,0,1,40.707592,-73.95555
reaction to uninvolved vehicle unspecified,0,0,0,0,0,0,40.742153,-73.998634
driver inattention/distraction unspecified,0,0,0,1,0,0,40.87891,-73.87377
backing unsafely unspecified,0,0,0,0,0,0,40.76046,-73.91339
driver inattention/distraction,0,0,0,1,0,0,40.70024,-73.792854
outside car distraction unspecified,0,0,0,1,0,0,40.90128,-73.887764
driver inattention/distraction unspecified,0,0,0,1,0,0,40.7775,-73.95085
unspecified unspecified,0,0,0,0,0,0,40.64034,-73.97215
driver inattention/distraction unspecified,0,0,0,1,0,0,40.615433,-73.99775
driver inattention/distraction unsafe speed,0,0,0,1,0,0,40.66549,-73.91063
unspecified unspecified,0,0,0,0,0,0,40.815845,-73.89544
unspecified,0,0,0,0,0,0,40.76518,-73.92928
unsafe lane changing unspecified,0,0,1,0,0,0,40.758915,-73.9997
